event_id,event_name,venue,event_type,date,time,start,end,estimated_attendance,attendance_source,year,month,day,day_of_week,hour,is_weekend,source_url
100,Chet Faker,Hordern Pavilion,concert,2015-02-13,7:00 PM,2015-02-13 19:00:00,2015-02-13 23:00:00,5500,venue_capacity_proxy,2015,2,13,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
101,Steel Panther,Hordern Pavilion,concert,2015-02-24,7:00 PM,2015-02-24 19:00:00,2015-02-24 23:00:00,5500,venue_capacity_proxy,2015,2,24,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
102,Slash featuring Myles Kennedy and the Conspirators,Hordern Pavilion,concert,2015-02-24,7:00 PM,2015-02-24 19:00:00,2015-02-24 23:00:00,5500,venue_capacity_proxy,2015,2,24,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
103,Chet Faker,Hordern Pavilion,concert,2015-03-03,7:00 PM,2015-03-03 19:00:00,2015-03-03 23:00:00,5500,venue_capacity_proxy,2015,3,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
104,Roland Tings,Hordern Pavilion,concert,2015-03-03,7:00 PM,2015-03-03 19:00:00,2015-03-03 23:00:00,5500,venue_capacity_proxy,2015,3,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
105,GL,Hordern Pavilion,concert,2015-03-03,7:00 PM,2015-03-03 19:00:00,2015-03-03 23:00:00,5500,venue_capacity_proxy,2015,3,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
106,Wet,Hordern Pavilion,concert,2015-03-12,7:00 PM,2015-03-12 19:00:00,2015-03-12 23:00:00,5500,venue_capacity_proxy,2015,3,12,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
107,London Grammar,Hordern Pavilion,concert,2015-03-12,7:00 PM,2015-03-12 19:00:00,2015-03-12 23:00:00,5500,venue_capacity_proxy,2015,3,12,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
108,Zac Brown Band,Hordern Pavilion,concert,2015-04-01,7:00 PM,2015-04-01 19:00:00,2015-04-01 23:00:00,5500,venue_capacity_proxy,2015,4,1,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
109,Dispatch,Hordern Pavilion,concert,2015-04-01,7:00 PM,2015-04-01 19:00:00,2015-04-01 23:00:00,5500,venue_capacity_proxy,2015,4,1,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2015
110,Demi Lovato,Hordern Pavilion,concert,2015-04-18,7:00 PM,2015-04-18 19:00:00,2015-04-18 23:00:00,5500,venue_capacity_proxy,2015,4,18,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
111,Masketta Fall,Hordern Pavilion,concert,2015-04-18,7:00 PM,2015-04-18 19:00:00,2015-04-18 23:00:00,5500,venue_capacity_proxy,2015,4,18,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
112,Emma Louise,Hordern Pavilion,concert,2015-04-27,7:00 PM,2015-04-27 19:00:00,2015-04-27 23:00:00,5500,venue_capacity_proxy,2015,4,27,Monday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
113,Sam Smith,Hordern Pavilion,concert,2015-04-27,7:00 PM,2015-04-27 19:00:00,2015-04-27 23:00:00,5500,venue_capacity_proxy,2015,4,27,Monday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
114,Ben Howard,Hordern Pavilion,concert,2015-05-30,7:00 PM,2015-05-30 19:00:00,2015-05-30 23:00:00,5500,venue_capacity_proxy,2015,5,30,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
115,Andrew Kidman,Hordern Pavilion,concert,2015-05-30,7:00 PM,2015-05-30 19:00:00,2015-05-30 23:00:00,5500,venue_capacity_proxy,2015,5,30,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
116,Paul van Dyk,Hordern Pavilion,concert,2015-06-07,7:00 PM,2015-06-07 19:00:00,2015-06-07 23:00:00,5500,venue_capacity_proxy,2015,6,7,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
117,Circa Waves,Hordern Pavilion,concert,2015-07-27,7:00 PM,2015-07-27 19:00:00,2015-07-27 23:00:00,5500,venue_capacity_proxy,2015,7,27,Monday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
118,The Wombats,Hordern Pavilion,concert,2015-07-27,7:00 PM,2015-07-27 19:00:00,2015-07-27 23:00:00,5500,venue_capacity_proxy,2015,7,27,Monday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2015
119,Pond,Hordern Pavilion,concert,2015-07-28,7:00 PM,2015-07-28 19:00:00,2015-07-28 23:00:00,5500,venue_capacity_proxy,2015,7,28,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
120,Mark Ronson,Hordern Pavilion,concert,2015-07-28,7:00 PM,2015-07-28 19:00:00,2015-07-28 23:00:00,5500,venue_capacity_proxy,2015,7,28,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
121,Thy Art Is Murder,Hordern Pavilion,concert,2015-10-09,7:00 PM,2015-10-09 19:00:00,2015-10-09 23:00:00,5500,venue_capacity_proxy,2015,10,9,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
122,The Word Alive,Hordern Pavilion,concert,2015-10-09,7:00 PM,2015-10-09 19:00:00,2015-10-09 23:00:00,5500,venue_capacity_proxy,2015,10,9,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
123,Parkway Drive,Hordern Pavilion,concert,2015-10-09,7:00 PM,2015-10-09 19:00:00,2015-10-09 23:00:00,5500,venue_capacity_proxy,2015,10,9,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
124,Memphis May Fire,Hordern Pavilion,concert,2015-10-09,7:00 PM,2015-10-09 19:00:00,2015-10-09 23:00:00,5500,venue_capacity_proxy,2015,10,9,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
125,Children of Bodom,Hordern Pavilion,concert,2015-10-18,7:00 PM,2015-10-18 19:00:00,2015-10-18 23:00:00,5500,venue_capacity_proxy,2015,10,18,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
126,Megadeth,Hordern Pavilion,concert,2015-10-18,7:00 PM,2015-10-18 19:00:00,2015-10-18 23:00:00,5500,venue_capacity_proxy,2015,10,18,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
127,John Paul Young,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
128,The Badloves,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
129,Choirboys,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
130,Dragon,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
131,Steve Kilbey,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
132,Sharon O’Neill,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
133,Deborah Conway,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
134,Rose Tattoo,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
135,Wa Wa Nee,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
136,Mark Williams,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
137,Pat Wilson,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
138,Ross Wilson,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2015
139,Pseudo Echo,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2015
140,1927,Hordern Pavilion,concert,2015-10-31,7:00 PM,2015-10-31 19:00:00,2015-10-31 23:00:00,5500,venue_capacity_proxy,2015,10,31,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
141,RHODES,Hordern Pavilion,concert,2015-11-03,7:00 PM,2015-11-03 19:00:00,2015-11-03 23:00:00,5500,venue_capacity_proxy,2015,11,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
142,Hozier,Hordern Pavilion,concert,2015-11-03,7:00 PM,2015-11-03 19:00:00,2015-11-03 23:00:00,5500,venue_capacity_proxy,2015,11,3,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
143,Hermitude,Hordern Pavilion,concert,2015-11-27,7:00 PM,2015-11-27 19:00:00,2015-11-27 23:00:00,5500,venue_capacity_proxy,2015,11,27,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
144,The Meeting Tree,Hordern Pavilion,concert,2015-11-27,7:00 PM,2015-11-27 19:00:00,2015-11-27 23:00:00,5500,venue_capacity_proxy,2015,11,27,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
145,Clowns,Hordern Pavilion,concert,2015-12-05,7:00 PM,2015-12-05 19:00:00,2015-12-05 23:00:00,5500,venue_capacity_proxy,2015,12,5,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
146,Outright,Hordern Pavilion,concert,2015-12-05,7:00 PM,2015-12-05 19:00:00,2015-12-05 23:00:00,5500,venue_capacity_proxy,2015,12,5,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
147,Rise Against,Hordern Pavilion,concert,2015-12-05,7:00 PM,2015-12-05 19:00:00,2015-12-05 23:00:00,5500,venue_capacity_proxy,2015,12,5,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
148,Elton John,Hordern Pavilion,concert,2015-12-17,7:00 PM,2015-12-17 19:00:00,2015-12-17 23:00:00,5500,venue_capacity_proxy,2015,12,17,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?year=2015
149,The Wombats,Hordern Pavilion,concert,2016-01-03,7:00 PM,2016-01-03 19:00:00,2016-01-03 23:00:00,5500,venue_capacity_proxy,2016,1,3,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=7&year=2016
150,Last Dinosaurs,Hordern Pavilion,concert,2016-01-03,7:00 PM,2016-01-03 19:00:00,2016-01-03 23:00:00,5500,venue_capacity_proxy,2016,1,3,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=7&year=2016
151,Mansionair,Hordern Pavilion,concert,2016-01-05,7:00 PM,2016-01-05 19:00:00,2016-01-05 23:00:00,5500,venue_capacity_proxy,2016,1,5,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=7&year=2016
152,Django Django,Hordern Pavilion,concert,2016-01-05,7:00 PM,2016-01-05 19:00:00,2016-01-05 23:00:00,5500,venue_capacity_proxy,2016,1,5,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=7&year=2016
153,Foals,Hordern Pavilion,concert,2016-01-05,7:00 PM,2016-01-05 19:00:00,2016-01-05 23:00:00,5500,venue_capacity_proxy,2016,1,5,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=7&year=2016
154,The 1975,Hordern Pavilion,concert,2016-01-19,7:00 PM,2016-01-19 19:00:00,2016-01-19 23:00:00,5500,venue_capacity_proxy,2016,1,19,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
155,The Japanese House,Hordern Pavilion,concert,2016-01-19,7:00 PM,2016-01-19 19:00:00,2016-01-19 23:00:00,5500,venue_capacity_proxy,2016,1,19,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
156,James Bay,Hordern Pavilion,concert,2016-02-06,7:00 PM,2016-02-06 19:00:00,2016-02-06 23:00:00,5500,venue_capacity_proxy,2016,2,6,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
157,Boy & Bear,Hordern Pavilion,concert,2016-02-12,7:00 PM,2016-02-12 19:00:00,2016-02-12 23:00:00,5500,venue_capacity_proxy,2016,2,12,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
158,Art of Sleeping,Hordern Pavilion,concert,2016-02-12,7:00 PM,2016-02-12 19:00:00,2016-02-12 23:00:00,5500,venue_capacity_proxy,2016,2,12,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
159,The Wailers Band,Hordern Pavilion,concert,2016-02-21,7:00 PM,2016-02-21 19:00:00,2016-02-21 23:00:00,5500,venue_capacity_proxy,2016,2,21,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
160,Six60,Hordern Pavilion,concert,2016-02-21,7:00 PM,2016-02-21 19:00:00,2016-02-21 23:00:00,5500,venue_capacity_proxy,2016,2,21,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
161,Shaggy,Hordern Pavilion,concert,2016-02-21,7:00 PM,2016-02-21 19:00:00,2016-02-21 23:00:00,5500,venue_capacity_proxy,2016,2,21,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
162,Morgan Heritage,Hordern Pavilion,concert,2016-02-21,7:00 PM,2016-02-21 19:00:00,2016-02-21 23:00:00,5500,venue_capacity_proxy,2016,2,21,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
163,Julian Marley,Hordern Pavilion,concert,2016-02-21,7:00 PM,2016-02-21 19:00:00,2016-02-21 23:00:00,5500,venue_capacity_proxy,2016,2,21,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=6&year=2016
164,House of Shem,Hordern Pavilion,concert,2016-02-21,7:00 PM,2016-02-21 19:00:00,2016-02-21 23:00:00,5500,venue_capacity_proxy,2016,2,21,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
165,Wu‐Tang Clan,Hordern Pavilion,concert,2016-02-24,7:00 PM,2016-02-24 19:00:00,2016-02-24 23:00:00,5500,venue_capacity_proxy,2016,2,24,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
166,A$AP Rocky,Hordern Pavilion,concert,2016-02-25,7:00 PM,2016-02-25 19:00:00,2016-02-25 23:00:00,5500,venue_capacity_proxy,2016,2,25,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
167,Hiatus Kaiyote,Hordern Pavilion,concert,2016-02-26,7:00 PM,2016-02-26 19:00:00,2016-02-26 23:00:00,5500,venue_capacity_proxy,2016,2,26,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
168,Fat Freddy’s Drop,Hordern Pavilion,concert,2016-02-26,7:00 PM,2016-02-26 19:00:00,2016-02-26 23:00:00,5500,venue_capacity_proxy,2016,2,26,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
169,Thomas Oliver,Hordern Pavilion,concert,2016-02-26,7:00 PM,2016-02-26 19:00:00,2016-02-26 23:00:00,5500,venue_capacity_proxy,2016,2,26,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
170,Florida Georgia Line,Hordern Pavilion,concert,2016-03-09,7:00 PM,2016-03-09 19:00:00,2016-03-09 23:00:00,5500,venue_capacity_proxy,2016,3,9,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
171,Jason Aldean,Hordern Pavilion,concert,2016-03-09,7:00 PM,2016-03-09 19:00:00,2016-03-09 23:00:00,5500,venue_capacity_proxy,2016,3,9,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
172,Noel Gallagher’s High Flying Birds,Hordern Pavilion,concert,2016-03-26,7:00 PM,2016-03-26 19:00:00,2016-03-26 23:00:00,5500,venue_capacity_proxy,2016,3,26,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
173,RÜFÜS DU SOL,Hordern Pavilion,concert,2016-05-04,7:00 PM,2016-05-04 19:00:00,2016-05-04 23:00:00,5500,venue_capacity_proxy,2016,5,4,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=5&year=2016
174,RÜFÜS DU SOL,Hordern Pavilion,concert,2016-05-05,7:00 PM,2016-05-05 19:00:00,2016-05-05 23:00:00,5500,venue_capacity_proxy,2016,5,5,Thursday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
175,Culture Club,Hordern Pavilion,concert,2016-06-11,7:00 PM,2016-06-11 19:00:00,2016-06-11 23:00:00,5500,venue_capacity_proxy,2016,6,11,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
176,Kids in the Kitchen,Hordern Pavilion,concert,2016-06-11,7:00 PM,2016-06-11 19:00:00,2016-06-11 23:00:00,5500,venue_capacity_proxy,2016,6,11,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
177,Kids in the Kitchen,Hordern Pavilion,concert,2016-06-12,7:00 PM,2016-06-12 19:00:00,2016-06-12 23:00:00,5500,venue_capacity_proxy,2016,6,12,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
178,Culture Club,Hordern Pavilion,concert,2016-06-12,7:00 PM,2016-06-12 19:00:00,2016-06-12 23:00:00,5500,venue_capacity_proxy,2016,6,12,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
179,Ali Barter,Hordern Pavilion,concert,2016-06-24,7:00 PM,2016-06-24 19:00:00,2016-06-24 23:00:00,5500,venue_capacity_proxy,2016,6,24,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
180,Slum Sociable,Hordern Pavilion,concert,2016-06-24,7:00 PM,2016-06-24 19:00:00,2016-06-24 23:00:00,5500,venue_capacity_proxy,2016,6,24,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
181,The Rubens,Hordern Pavilion,concert,2016-06-24,7:00 PM,2016-06-24 19:00:00,2016-06-24 23:00:00,5500,venue_capacity_proxy,2016,6,24,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
182,Mansionair,Hordern Pavilion,concert,2016-06-24,7:00 PM,2016-06-24 19:00:00,2016-06-24 23:00:00,5500,venue_capacity_proxy,2016,6,24,Friday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
183,Mark Pritchard,Hordern Pavilion,concert,2016-07-26,7:00 PM,2016-07-26 19:00:00,2016-07-26 23:00:00,5500,venue_capacity_proxy,2016,7,26,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=4&year=2016
184,James Blake,Hordern Pavilion,concert,2016-07-26,7:00 PM,2016-07-26 19:00:00,2016-07-26 23:00:00,5500,venue_capacity_proxy,2016,7,26,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
185,Troye Sivan,Hordern Pavilion,concert,2016-08-03,7:00 PM,2016-08-03 19:00:00,2016-08-03 23:00:00,5500,venue_capacity_proxy,2016,8,3,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
186,Nicole Millar,Hordern Pavilion,concert,2016-08-03,7:00 PM,2016-08-03 19:00:00,2016-08-03 23:00:00,5500,venue_capacity_proxy,2016,8,3,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
187,Tyde Levi,Hordern Pavilion,concert,2016-08-03,7:00 PM,2016-08-03 19:00:00,2016-08-03 23:00:00,5500,venue_capacity_proxy,2016,8,3,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
188,Bring Me the Horizon,Hordern Pavilion,concert,2016-09-17,7:00 PM,2016-09-17 19:00:00,2016-09-17 23:00:00,5500,venue_capacity_proxy,2016,9,17,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
189,Architects,Hordern Pavilion,concert,2016-09-17,7:00 PM,2016-09-17 19:00:00,2016-09-17 23:00:00,5500,venue_capacity_proxy,2016,9,17,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
190,’68,Hordern Pavilion,concert,2016-09-17,7:00 PM,2016-09-17 19:00:00,2016-09-17 23:00:00,5500,venue_capacity_proxy,2016,9,17,Saturday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
191,Architects,Hordern Pavilion,concert,2016-09-18,7:00 PM,2016-09-18 19:00:00,2016-09-18 23:00:00,5500,venue_capacity_proxy,2016,9,18,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
192,’68,Hordern Pavilion,concert,2016-09-18,7:00 PM,2016-09-18 19:00:00,2016-09-18 23:00:00,5500,venue_capacity_proxy,2016,9,18,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
193,Bring Me the Horizon,Hordern Pavilion,concert,2016-09-18,7:00 PM,2016-09-18 19:00:00,2016-09-18 23:00:00,5500,venue_capacity_proxy,2016,9,18,Sunday,19,1,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=3&year=2016
194,With Confidence,Hordern Pavilion,concert,2016-10-04,7:00 PM,2016-10-04 19:00:00,2016-10-04 23:00:00,5500,venue_capacity_proxy,2016,10,4,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2016
195,Hey Violet,Hordern Pavilion,concert,2016-10-04,7:00 PM,2016-10-04 19:00:00,2016-10-04 23:00:00,5500,venue_capacity_proxy,2016,10,4,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2016
196,5 Seconds of Summer,Hordern Pavilion,concert,2016-10-04,7:00 PM,2016-10-04 19:00:00,2016-10-04 23:00:00,5500,venue_capacity_proxy,2016,10,4,Tuesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2016
197,5 Seconds of Summer,Hordern Pavilion,concert,2016-10-05,7:00 PM,2016-10-05 19:00:00,2016-10-05 23:00:00,5500,venue_capacity_proxy,2016,10,5,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2016
198,Hey Violet,Hordern Pavilion,concert,2016-10-05,7:00 PM,2016-10-05 19:00:00,2016-10-05 23:00:00,5500,venue_capacity_proxy,2016,10,5,Wednesday,19,0,https://www.setlist.fm/venue/hordern-pavilion-sydney-australia-73d63e0d.html?page=2&year=2016
